City,Locality,BHK,Area_sqft,Bathrooms,Total_Floors,Floor_Number,Parking_Spaces,Balcony,Property_Age,Furnishing,Property_Type,Distance_to_City_Center_km,Metro_Distance_km,Nearby_Schools,Nearby_Hospitals,Amenities_Score,Security_Score,Maintenance_Cost,Price_INR
Kolkata,Ballygunge,4,2396,4.0,6,1,1.0,1.0,9,Unfurnished,Villa,10.7,6.3,6.0,0,8.0,7,10960,14719000
Bengaluru,Electronic City,3,2224,3.0,7,1,1.0,1.0,31,,Apartment,10.0,7.8,9.0,1,6.0,5,11923,19660000
Visakhapatnam,MVP Colony,3,1564,2.0,7,3,2.0,2.0,11,Semi-Furnished,Apartment,16.1,2.7,8.0,2,1.0,10,7882,10578000
Pune,Hinjewadi,2,1223,2.0,10,7,1.0,1.0,14,Unfurnished,Villa,9.7,1.5,3.0,2,3.0,2,4624,10281000
Pune,Viman Nagar,3,1672,3.0,12,4,1.0,1.0,9,Semi-Furnished,Apartment,13.1,1.4,5.0,2,7.0,1,5783,15859000
Ahmedabad,Satellite,2,1671,1.0,6,6,1.0,2.0,1,Semi-Furnished,Independent House,4.8,2.2,7.0,3,7.0,9,8126,12433000
Ahmedabad,Maninagar,5,2689,5.0,5,5,2.0,2.0,2,Unfurnished,Apartment,9.1,3.6,5.0,2,2.0,5,6879,18110000
Pune,Hadapsar,2,1472,1.0,7,4,1.0,1.0,23,Unfurnished,Villa,2.9,3.7,1.0,2,9.0,3,6836,11572000
Hyderabad,Miyapur,4,2362,4.0,5,4,1.0,2.0,6,Semi-Furnished,Apartment,7.4,0.5,7.0,1,9.0,8,7592,19293000
Kolkata,Behala,3,1619,3.0,3,2,1.0,2.0,15,Fully-Furnished,Villa,7.7,2.6,10.0,0,5.0,9,8807,12157000
Ahmedabad,Maninagar,5,2779,6.0,4,1,0.0,0.0,31,Unfurnished,Apartment,7.9,1.0,2.0,0,10.0,6,13025,16518000
Hyderabad,Miyapur,4,2433,4.0,5,2,1.0,1.0,12,Semi-Furnished,Villa,5.8,4.8,0.0,7,5.0,2,8270,17878000
Pune,Kharadi,2,1061,1.0,12,3,2.0,1.0,14,Fully-Furnished,Villa,2.4,4.7,6.0,6,5.0,1,3771,9606000
Bengaluru,Electronic City,4,1962,5.0,6,4,2.0,3.0,18,Unfurnished,Apartment,7.3,2.7,8.0,3,8.0,10,11389,18501000
Delhi,Rohini,2,1584,2.0,5,5,0.0,1.0,2,Semi-Furnished,Independent House,10.1,0.4,3.0,4,8.0,5,4721,15933000
Pune,Viman Nagar,3,1847,2.0,15,4,1.0,0.0,19,Fully-Furnished,Independent House,3.0,3.4,7.0,0,8.0,4,4240,16788000
Hyderabad,Banjara Hills,2,1281,3.0,10,6,2.0,0.0,37,Unfurnished,Independent House,4.7,2.3,10.0,0,9.0,8,6063,8792000
Bengaluru,Yelahanka,3,1622,2.0,10,6,2.0,0.0,26,Semi-Furnished,Independent House,6.1,1.9,1.0,7,10.0,2,5516,16053000
Mumbai,Andheri,3,1915,3.0,10,1,1.0,1.0,0,Unfurnished,Apartment,9.6,4.0,8.0,1,1.0,2,9190,29922000
Kolkata,Behala,3,1663,4.0,8,6,1.0,2.0,29,Semi-Furnished,Apartment,10.4,11.8,2.0,6,8.0,2,4012,10367000
Bengaluru,Yelahanka,3,1992,4.0,15,13,2.0,1.0,0,Unfurnished,Apartment,9.1,1.9,9.0,1,6.0,9,10341,19537000
Visakhapatnam,Dwaraka Nagar,2,1836,2.0,10,4,1.0,2.0,37,Semi-Furnished,Independent House,14.3,10.4,3.0,7,6.0,3,6110,8335000
Mumbai,Andheri,2,1464,1.0,4,3,2.0,1.0,10,Unfurnished,Apartment,7.6,1.2,9.0,4,1.0,6,7521,22084000
Bengaluru,Koramangala,3,1673,2.0,15,1,0.0,1.0,14,Unfurnished,Apartment,4.1,4.7,3.0,5,3.0,6,9802,13681000
Delhi,Pitampura,5,2900,4.0,15,10,1.0,2.0,18,Fully-Furnished,Apartment,1.7,2.7,8.0,6,5.0,9,13969,29072000
Kolkata,Dum Dum,2,1184,2.0,8,1,2.0,1.0,4,Unfurnished,Independent House,4.1,4.6,4.0,5,5.0,10,6959,8038000
Kolkata,New Town,5,3058,6.0,10,8,2.0,2.0,11,Semi-Furnished,Apartment,3.0,8.1,9.0,0,7.0,2,6525,20432000
Bengaluru,Electronic City,2,1178,2.0,8,6,3.0,1.0,33,Semi-Furnished,Apartment,8.4,0.8,0.0,6,1.0,2,5457,9280000
Vijayawada,Poranki,2,1241,2.0,2,1,1.0,1.0,16,Semi-Furnished,Apartment,8.6,2.8,1.0,3,9.0,6,6645,6374000
Mumbai,Navi Mumbai,3,1758,3.0,3,2,1.0,2.0,39,Fully-Furnished,Apartment,5.7,8.0,6.0,4,1.0,2,8996,27518000
Visakhapatnam,Gajuwaka,2,1051,2.0,6,5,0.0,1.0,14,Semi-Furnished,Apartment,25.0,2.2,0.0,0,4.0,9,3422,5376000
Chennai,OMR,2,1715,3.0,4,3,2.0,2.0,13,Unfurnished,Villa,13.6,3.5,2.0,3,6.0,8,6047,14045000
Mumbai,Thane,4,2261,5.0,3,1,0.0,3.0,1,Unfurnished,Villa,3.8,6.8,1.0,3,3.0,7,8861,36041000
Hyderabad,Banjara Hills,3,1908,3.0,4,3,1.0,1.0,15,Semi-Furnished,Apartment,7.0,0.8,4.0,6,8.0,3,6336,14046000
Vijayawada,Governorpet,2,1563,2.0,2,2,1.0,1.0,35,Semi-Furnished,Apartment,2.5,2.3,6.0,0,1.0,4,5732,7653000
Vijayawada,Poranki,3,1502,4.0,12,8,1.0,2.0,21,Semi-Furnished,Apartment,7.3,10.0,1.0,3,1.0,5,6114,6409000
Bengaluru,Koramangala,3,1878,2.0,2,1,2.0,1.0,33,Semi-Furnished,Villa,2.9,0.7,9.0,0,7.0,6,5196,17768000
Chennai,Velachery,2,1443,1.0,8,4,2.0,0.0,37,Unfurnished,Apartment,1.2,1.9,3.0,6,7.0,1,3929,10196000
Pune,Viman Nagar,2,1021,3.0,4,2,2.0,2.0,32,Unfurnished,Apartment,2.7,3.9,0.0,6,6.0,8,5554,8422000
Hyderabad,Banjara Hills,3,1867,4.0,15,4,0.0,1.0,20,Unfurnished,Villa,4.5,1.7,4.0,7,9.0,2,9761,13000000
Chennai,OMR,3,1858,4.0,15,11,2.0,1.0,40,Semi-Furnished,Apartment,0.9,2.1,6.0,2,6.0,7,8021,13632000
Chennai,Anna Nagar,3,1512,2.0,5,3,1.0,3.0,3,Semi-Furnished,Independent House,8.2,1.5,5.0,5,10.0,1,6972,11896000
Pune,Viman Nagar,1,1040,1.0,5,3,2.0,1.0,14,Fully-Furnished,Independent House,1.2,9.7,10.0,1,9.0,5,2808,9513000
Kolkata,Behala,1,890,1.0,8,8,2.0,0.0,0,Semi-Furnished,Villa,3.4,2.6,4.0,0,1.0,5,4852,5946000
Vijayawada,Gunadala,2,1518,3.0,2,1,1.0,1.0,27,Unfurnished,Apartment,5.8,10.7,5.0,7,8.0,7,4241,7967000
Visakhapatnam,Rushikonda,3,2070,4.0,8,4,0.0,2.0,0,Semi-Furnished,Independent House,3.3,0.3,5.0,3,10.0,2,9289,12065000
Chennai,Porur,3,1681,4.0,12,12,1.0,1.0,39,Semi-Furnished,Apartment,5.3,5.7,3.0,0,6.0,2,9083,12602000
Delhi,Dwarka,4,2180,5.0,3,1,1.0,3.0,34,Unfurnished,Independent House,3.4,6.3,0.0,4,4.0,9,5313,19749000
Chennai,T Nagar,3,2015,3.0,12,2,1.0,2.0,31,Semi-Furnished,Apartment,17.4,6.1,4.0,3,7.0,8,6530,14243000
Kolkata,Rajarhat,1,1223,1.0,10,2,2.0,1.0,36,Unfurnished,Apartment,1.9,1.5,5.0,7,3.0,8,4702,5381000
Pune,Hadapsar,2,1233,2.0,12,3,1.0,1.0,15,Semi-Furnished,Apartment,9.7,3.3,2.0,5,8.0,5,6663,9448000
Mumbai,Bandra,2,1522,1.0,8,5,2.0,2.0,17,Semi-Furnished,Apartment,4.5,3.2,8.0,0,3.0,3,8083,23997000
Ahmedabad,Prahlad Nagar,3,1872,3.0,4,1,3.0,1.0,6,Semi-Furnished,Independent House,5.3,3.2,2.0,3,8.0,7,7157,13917000
Chennai,Adyar,4,2206,3.0,7,6,3.0,1.0,36,Fully-Furnished,Apartment,6.7,4.4,3.0,0,2.0,4,6640,17023000
Vijayawada,Gunadala,1,857,1.0,8,7,1.0,1.0,37,Fully-Furnished,Apartment,10.4,2.3,2.0,4,2.0,3,3585,2966000
Vijayawada,Governorpet,3,1834,4.0,15,9,2.0,3.0,0,Unfurnished,Apartment,3.1,0.9,0.0,3,6.0,2,3680,10189000
Ahmedabad,Prahlad Nagar,5,2634,5.0,7,6,0.0,2.0,16,Semi-Furnished,Apartment,2.0,3.8,5.0,5,7.0,8,12028,18617000
Visakhapatnam,Dwaraka Nagar,2,1713,1.0,4,4,1.0,2.0,18,Semi-Furnished,Apartment,18.4,0.2,5.0,5,7.0,4,8586,9533000
Vijayawada,Gunadala,2,1315,2.0,3,1,3.0,1.0,33,Unfurnished,Independent House,7.6,2.5,9.0,2,8.0,3,7081,6521000
Hyderabad,Gachibowli,2,1482,3.0,5,3,1.0,1.0,23,Semi-Furnished,Apartment,3.7,4.9,1.0,5,8.0,1,7696,11294000
Vijayawada,Governorpet,3,1470,2.0,10,9,1.0,1.0,15,Unfurnished,Apartment,7.7,1.0,1.0,4,2.0,3,6731,6565000
Ahmedabad,Satellite,1,1268,2.0,8,8,1.0,1.0,19,Fully-Furnished,Apartment,2.9,9.0,7.0,3,10.0,2,3813,9959000
Bengaluru,Koramangala,4,2096,4.0,2,1,1.0,2.0,11,Fully-Furnished,Independent House,6.4,5.4,8.0,6,6.0,2,9015,20597000
Visakhapatnam,Madhurawada,2,1415,2.0,5,3,2.0,1.0,21,Unfurnished,Apartment,4.4,5.3,7.0,5,2.0,2,4172,6792000
Chennai,Adyar,4,2184,4.0,10,4,1.0,1.0,27,Fully-Furnished,Apartment,11.0,4.1,4.0,2,5.0,10,7179,18344000
Bengaluru,Electronic City,3,2471,4.0,4,1,3.0,2.0,16,Unfurnished,Apartment,4.1,3.4,1.0,6,1.0,3,8799,21513000
Pune,Hadapsar,5,2660,4.0,15,9,1.0,1.0,20,Unfurnished,Apartment,16.6,3.5,6.0,1,1.0,10,15617,20989000
Pune,Baner,4,1875,4.0,2,2,2.0,3.0,12,Unfurnished,Independent House,12.0,3.2,4.0,5,4.0,3,10320,15523000
Delhi,Dwarka,3,2059,3.0,8,3,0.0,2.0,36,Unfurnished,Apartment,8.3,6.4,8.0,3,6.0,7,11555,18571000
Vijayawada,Governorpet,1,450,1.0,2,1,0.0,1.0,31,Unfurnished,Apartment,7.4,5.3,9.0,6,5.0,4,1268,1800000
Ahmedabad,Bodakdev,2,1460,2.0,6,3,2.0,1.0,15,Fully-Furnished,Apartment,4.1,1.8,3.0,6,7.0,6,7997,10591000
Chennai,Anna Nagar,2,1175,2.0,4,3,2.0,1.0,8,Semi-Furnished,Apartment,1.4,3.5,7.0,3,5.0,1,4045,9561000
Visakhapatnam,Seethammadhara,1,1199,1.0,15,11,1.0,1.0,16,Fully-Furnished,Apartment,4.2,0.3,2.0,3,4.0,1,3375,6963000
Ahmedabad,Maninagar,2,1471,2.0,8,7,3.0,1.0,27,Fully-Furnished,Independent House,8.6,2.7,0.0,2,5.0,6,3155,11224000
Delhi,Pitampura,4,1970,4.0,8,1,1.0,2.0,12,Unfurnished,Apartment,7.7,1.6,6.0,3,7.0,4,8976,19284000
Visakhapatnam,MVP Colony,3,1898,3.0,6,4,0.0,2.0,19,Fully-Furnished,Apartment,9.7,2.6,10.0,4,6.0,9,3921,12522000
Chennai,Adyar,3,1574,3.0,6,4,2.0,1.0,39,Fully-Furnished,Apartment,4.0,1.7,10.0,1,7.0,3,3671,13040000
Mumbai,Thane,4,2043,4.0,2,1,1.0,2.0,9,Semi-Furnished,Apartment,2.6,7.1,7.0,0,9.0,1,6679,32998000
Mumbai,Andheri,2,1326,2.0,8,6,2.0,1.0,23,Fully-Furnished,Apartment,4.0,1.6,6.0,0,3.0,7,5271,21965000
Visakhapatnam,Dwaraka Nagar,3,1782,3.0,5,1,1.0,2.0,3,Semi-Furnished,Villa,2.7,4.3,10.0,2,3.0,10,8088,11163000
Pune,Hinjewadi,3,1504,2.0,15,6,1.0,2.0,24,Fully-Furnished,Independent House,3.1,0.2,8.0,6,4.0,9,8043,13886000
Delhi,Pitampura,5,2388,5.0,5,2,2.0,0.0,28,Fully-Furnished,Independent House,1.6,7.7,4.0,6,1.0,3,9783,25188000
Visakhapatnam,Rushikonda,2,1152,2.0,10,7,2.0,3.0,39,Fully-Furnished,Apartment,2.5,0.8,10.0,2,1.0,7,6456,6087000
Vijayawada,Gunadala,1,1383,1.0,12,4,2.0,1.0,11,Semi-Furnished,Apartment,3.3,4.0,0.0,1,2.0,7,3149,7195000
Delhi,Pitampura,3,1740,4.0,10,7,1.0,1.0,19,Unfurnished,Independent House,2.5,4.5,0.0,1,9.0,5,6175,17119000
Mumbai,Bandra,3,1648,3.0,12,12,2.0,1.0,8,Fully-Furnished,Apartment,3.0,3.5,3.0,2,8.0,1,8958,27253000
Chennai,Anna Nagar,2,1275,2.0,5,5,3.0,2.0,18,Fully-Furnished,Independent House,6.4,3.8,1.0,4,10.0,10,3955,12121000
Visakhapatnam,Dwaraka Nagar,2,1358,3.0,6,4,1.0,3.0,23,Fully-Furnished,Apartment,5.6,2.6,0.0,2,10.0,3,6929,8755000
Hyderabad,Miyapur,2,1508,2.0,15,14,2.0,1.0,11,Fully-Furnished,Apartment,7.8,6.9,4.0,6,9.0,5,5488,13746000
Delhi,Dwarka,4,2025,4.0,3,1,2.0,1.0,21,Semi-Furnished,Independent House,10.5,3.2,10.0,1,7.0,9,8675,20378000
Kolkata,Rajarhat,3,1537,3.0,7,3,0.0,1.0,15,Fully-Furnished,Independent House,2.3,3.1,6.0,4,7.0,7,5689,12227000
Mumbai,Navi Mumbai,2,1713,2.0,6,5,2.0,1.0,16,Fully-Furnished,Independent House,6.1,2.3,2.0,3,1.0,1,9569,27489000
Chennai,Porur,2,1071,2.0,12,6,0.0,1.0,17,Semi-Furnished,Apartment,9.1,5.5,3.0,1,4.0,1,2289,8028000
Vijayawada,Patamata,3,1948,3.0,5,2,1.0,1.0,26,Semi-Furnished,Independent House,8.9,8.4,1.0,5,6.0,3,10390,9596000
Ahmedabad,Prahlad Nagar,4,2332,3.0,7,4,2.0,2.0,39,Fully-Furnished,Apartment,7.3,2.7,2.0,3,5.0,3,6834,16591000
Bengaluru,Whitefield,4,1879,3.0,12,3,1.0,2.0,35,Semi-Furnished,Villa,4.0,0.8,9.0,7,2.0,10,9282,17150000
Vijayawada,Gunadala,4,2132,4.0,12,9,2.0,0.0,38,Semi-Furnished,Independent House,9.4,6.4,10.0,0,6.0,6,8746,10853000
Pune,Kharadi,1,701,1.0,2,1,1.0,1.0,0,Unfurnished,Independent House,14.2,0.4,3.0,7,6.0,9,2459,7462000
Mumbai,Borivali,2,1396,3.0,7,5,1.0,1.0,12,Semi-Furnished,Apartment,5.2,1.0,7.0,1,3.0,9,5175,21701000
Hyderabad,Miyapur,2,1111,1.0,12,6,1.0,1.0,27,Unfurnished,Independent House,4.6,3.8,5.0,7,7.0,4,2469,7542000
Chennai,OMR,5,2785,5.0,15,7,2.0,1.0,24,Fully-Furnished,Apartment,1.5,5.2,10.0,0,2.0,8,16334,23137000
Pune,Viman Nagar,3,1421,3.0,4,2,1.0,2.0,19,Fully-Furnished,Villa,11.9,0.7,10.0,4,1.0,4,7364,13698000
Hyderabad,Madhapur,4,2335,5.0,7,7,0.0,1.0,0,Semi-Furnished,Apartment,9.7,4.2,8.0,4,4.0,6,7868,17874000
Chennai,OMR,3,1686,3.0,4,1,1.0,1.0,13,Unfurnished,Independent House,2.4,0.6,1.0,0,7.0,1,4351,11675000
Kolkata,New Town,2,1125,1.0,4,3,2.0,2.0,18,Fully-Furnished,Apartment,13.5,4.1,0.0,7,3.0,4,3675,7322000
Mumbai,Navi Mumbai,2,1344,1.0,3,3,1.0,3.0,29,Fully-Furnished,Villa,2.3,3.4,10.0,5,8.0,4,3909,22659000
Bengaluru,Electronic City,4,2330,3.0,2,1,0.0,2.0,1,Semi-Furnished,Apartment,11.9,1.1,1.0,5,7.0,3,4937,21187000
Delhi,Dwarka,3,1540,3.0,12,2,1.0,2.0,18,Unfurnished,Apartment,8.1,7.3,1.0,1,1.0,8,5866,13864000
Delhi,Pitampura,3,1808,3.0,2,1,1.0,1.0,24,Fully-Furnished,Independent House,6.5,7.7,9.0,5,7.0,9,3817,18302000
Hyderabad,Kukatpally,2,1104,1.0,15,14,0.0,,19,Fully-Furnished,Apartment,3.8,11.7,2.0,1,9.0,7,4903,7229000
Pune,Baner,4,2123,4.0,12,7,2.0,2.0,17,Unfurnished,Independent House,12.3,5.8,10.0,0,5.0,1,9439,16032000
Chennai,Adyar,3,1878,3.0,3,1,1.0,2.0,5,Fully-Furnished,Apartment,7.7,4.5,5.0,7,10.0,3,4590,16449000
Delhi,Mayur Vihar,2,1342,1.0,6,3,1.0,2.0,32,Fully-Furnished,Apartment,3.4,4.5,,5,10.0,5,7354,13846000
Ahmedabad,Satellite,3,1890,3.0,3,3,1.0,2.0,16,Fully-Furnished,Apartment,17.7,5.1,6.0,2,2.0,9,5181,13385000
Hyderabad,Madhapur,3,1817,3.0,10,3,2.0,0.0,19,Unfurnished,Apartment,9.3,1.0,9.0,1,7.0,7,5245,13431000
Visakhapatnam,Dwaraka Nagar,3,1249,2.0,5,4,3.0,3.0,30,Unfurnished,Apartment,8.9,2.1,2.0,0,3.0,4,6134,5402000
Visakhapatnam,MVP Colony,2,1029,3.0,12,9,0.0,2.0,31,Unfurnished,Apartment,3.8,1.8,4.0,1,2.0,8,4665,5806000
Kolkata,Behala,4,1815,3.0,12,1,0.0,0.0,11,Semi-Furnished,Independent House,2.5,1.7,9.0,7,4.0,4,6205,12487000
Ahmedabad,Satellite,4,2350,3.0,5,5,2.0,2.0,19,Semi-Furnished,Independent House,12.6,2.7,5.0,5,6.0,2,10729,15956000
Visakhapatnam,Madhurawada,3,1825,3.0,2,2,2.0,3.0,7,Fully-Furnished,Apartment,9.8,1.1,1.0,6,7.0,7,6235,12384000
Ahmedabad,Chandkheda,5,2786,5.0,8,8,1.0,1.0,0,Semi-Furnished,Apartment,5.6,7.2,3.0,1,5.0,2,7135,19301000
Kolkata,Ballygunge,1,778,1.0,6,2,1.0,1.0,10,Fully-Furnished,Apartment,2.7,6.5,6.0,0,3.0,7,3551,4967000
Mumbai,Navi Mumbai,4,2275,4.0,12,10,0.0,0.0,39,Semi-Furnished,Apartment,6.6,1.2,3.0,6,2.0,7,10519,35015000
Kolkata,Rajarhat,2,1242,2.0,2,1,0.0,1.0,7,Semi-Furnished,Independent House,6.1,1.4,4.0,6,6.0,9,5481,8021000
Ahmedabad,Chandkheda,4,2156,4.0,7,5,0.0,2.0,35,Unfurnished,Independent House,6.8,0.9,8.0,4,5.0,6,9351,13214000
Vijayawada,Patamata,3,1704,3.0,6,1,2.0,2.0,8,Semi-Furnished,Apartment,6.0,0.4,4.0,6,5.0,7,10054,10348000
Bengaluru,Electronic City,3,1926,2.0,15,12,1.0,3.0,28,Unfurnished,Independent House,2.9,0.7,9.0,1,8.0,5,10592,18639000
Visakhapatnam,MVP Colony,1,1283,2.0,10,6,3.0,2.0,13,Semi-Furnished,Independent House,1.1,1.3,6.0,3,5.0,9,6436,6319000
Vijayawada,Benz Circle,5,2758,5.0,6,6,3.0,2.0,16,Unfurnished,Apartment,5.8,2.1,6.0,7,5.0,9,12739,14183000
Mumbai,Andheri,2,1326,2.0,8,6,2.0,1.0,23,Fully-Furnished,Apartment,4.0,1.6,6.0,0,3.0,7,5271,21965000
Mumbai,Navi Mumbai,1,1035,2.0,4,3,,1.0,8,Semi-Furnished,Apartment,12.2,0.7,8.0,3,5.0,6,2397,17222000
Kolkata,New Town,4,2177,5.0,7,6,0.0,2.0,6,Unfurnished,Independent House,15.9,3.0,1.0,1,4.0,4,12090,11921000
Hyderabad,Kondapur,3,1544,3.0,4,3,1.0,2.0,9,Semi-Furnished,Apartment,5.2,1.5,0.0,3,4.0,6,5119,12192000
Delhi,Dwarka,2,696,2.0,5,4,0.0,2.0,39,Semi-Furnished,Independent House,0.7,7.5,6.0,3,7.0,4,3210,6981000
Bengaluru,HSR Layout,4,2374,4.0,2,1,1.0,1.0,29,Fully-Furnished,Apartment,4.7,12.8,7.0,5,6.0,3,12289,22296000
Chennai,T Nagar,3,1795,3.0,5,5,2.0,1.0,18,Unfurnished,Apartment,8.2,15.0,0.0,7,10.0,9,8073,13942000
Mumbai,Bandra,4,2099,5.0,10,7,1.0,0.0,12,Semi-Furnished,Independent House,6.7,3.5,7.0,6,7.0,1,8070,32241000
Mumbai,Navi Mumbai,4,2039,4.0,7,5,0.0,2.0,15,Fully-Furnished,Apartment,1.0,3.5,10.0,0,10.0,10,9312,33802000
Hyderabad,Kukatpally,4,2267,4.0,4,4,2.0,2.0,11,Semi-Furnished,Apartment,3.4,4.0,0.0,4,10.0,8,12931,17840000
Visakhapatnam,Rushikonda,3,1656,3.0,4,1,1.0,1.0,7,Semi-Furnished,Apartment,7.1,6.5,,5,7.0,5,7024,10076000
Kolkata,New Town,3,1646,3.0,2,1,3.0,2.0,20,Unfurnished,Apartment,4.7,4.8,5.0,4,2.0,6,8999,9748000
Chennai,T Nagar,1,1079,2.0,7,2,2.0,1.0,24,Semi-Furnished,Apartment,14.0,0.9,1.0,3,7.0,2,2769,8562000
Hyderabad,Madhapur,2,1139,2.0,6,6,0.0,2.0,4,Semi-Furnished,Independent House,6.5,3.4,4.0,0,8.0,3,6568,8908000
Bengaluru,Whitefield,3,2035,3.0,15,6,2.0,1.0,20,Fully-Furnished,Independent House,9.9,2.3,9.0,1,5.0,4,6100,20110000
Visakhapatnam,Gajuwaka,4,1701,5.0,6,3,1.0,2.0,30,Semi-Furnished,Independent House,7.7,3.4,10.0,1,7.0,5,8902,10220000
Pune,Wakad,3,2080,2.0,5,2,2.0,2.0,1,Semi-Furnished,Apartment,9.3,3.4,2.0,1,8.0,1,12272,17242000
Visakhapatnam,Seethammadhara,2,880,2.0,2,2,1.0,1.0,40,Fully-Furnished,Independent House,1.9,5.9,1.0,7,1.0,8,5009,5495000
Hyderabad,Kondapur,2,1109,1.0,12,11,1.0,2.0,37,Unfurnished,Apartment,8.0,3.0,2.0,5,3.0,3,4704,4995000
Visakhapatnam,Seethammadhara,3,1342,3.0,6,6,3.0,1.0,7,Semi-Furnished,Independent House,9.5,0.6,9.0,2,4.0,2,5655,7566000
Chennai,Velachery,2,1205,2.0,4,3,0.0,2.0,32,Fully-Furnished,Apartment,1.9,4.6,4.0,4,2.0,1,3792,8837000
Kolkata,Dum Dum,4,2690,4.0,4,4,1.0,2.0,18,Fully-Furnished,Independent House,8.8,4.2,5.0,7,6.0,7,15753,18187000
Visakhapatnam,Seethammadhara,5,2700,5.0,15,13,1.0,2.0,31,Fully-Furnished,Apartment,4.1,0.6,0.0,5,2.0,6,15210,16978000
Bengaluru,Electronic City,4,2230,5.0,12,6,2.0,1.0,38,Semi-Furnished,Apartment,6.7,5.1,3.0,6,10.0,3,9432,19758000
Chennai,T Nagar,4,2179,5.0,15,8,1.0,2.0,35,Semi-Furnished,Apartment,9.9,1.7,7.0,3,3.0,10,4708,17873000
Mumbai,Bandra,2,1518,1.0,12,1,2.0,1.0,38,Fully-Furnished,Apartment,1.8,15.0,4.0,1,1.0,5,3673,23963000
Vijayawada,Governorpet,3,1614,3.0,8,3,2.0,1.0,30,Unfurnished,Apartment,10.2,2.2,0.0,6,4.0,9,6238,6578000
Visakhapatnam,Dwaraka Nagar,2,1705,3.0,12,6,1.0,2.0,5,Semi-Furnished,Apartment,15.7,0.6,9.0,3,9.0,7,4275,9445000
Vijayawada,Poranki,2,1520,3.0,10,1,1.0,1.0,4,Semi-Furnished,Apartment,6.0,6.5,1.0,1,7.0,8,7552,8255000
Hyderabad,Madhapur,4,2505,4.0,6,1,2.0,2.0,25,Semi-Furnished,Independent House,3.3,3.3,9.0,6,8.0,5,6823,18606000
Ahmedabad,Prahlad Nagar,2,1230,3.0,8,3,3.0,1.0,4,Unfurnished,Apartment,8.2,1.2,10.0,5,6.0,3,3860,9494000
Chennai,Adyar,1,866,1.0,8,2,1.0,1.0,38,Semi-Furnished,Independent House,3.3,1.0,2.0,1,8.0,3,4370,6494000
Pune,Viman Nagar,1,787,1.0,7,7,0.0,3.0,16,Semi-Furnished,Apartment,6.0,3.1,7.0,6,1.0,3,3614,5267000
Chennai,Porur,1,844,1.0,2,2,2.0,1.0,26,Semi-Furnished,Independent House,4.5,2.9,8.0,4,9.0,3,3957,7480000
Bengaluru,Whitefield,3,1995,3.0,7,2,1.0,1.0,22,Semi-Furnished,Villa,6.9,3.9,1.0,2,3.0,8,10171,16094000
Vijayawada,Benz Circle,4,2074,4.0,15,10,1.0,1.0,26,Unfurnished,Villa,2.2,0.4,3.0,4,4.0,8,10103,11144000
Mumbai,Navi Mumbai,1,854,2.0,3,2,3.0,2.0,28,Semi-Furnished,Villa,10.7,1.9,5.0,3,1.0,7,3569,13049000
Ahmedabad,Bodakdev,3,1682,4.0,15,14,2.0,1.0,23,Semi-Furnished,Independent House,7.2,0.4,4.0,3,7.0,3,6188,12683000
Delhi,Pitampura,1,793,2.0,12,2,2.0,1.0,4,Fully-Furnished,Apartment,2.7,3.8,3.0,1,8.0,10,4227,8656000
Visakhapatnam,Gajuwaka,2,1220,2.0,10,7,1.0,2.0,36,Semi-Furnished,Apartment,5.4,0.3,8.0,3,1.0,10,2602,7030000
Ahmedabad,Prahlad Nagar,2,1607,3.0,3,3,2.0,2.0,28,Semi-Furnished,Apartment,4.0,1.0,6.0,5,1.0,1,4714,10792000
Mumbai,Andheri,3,2269,3.0,5,3,2.0,2.0,6,Semi-Furnished,Apartment,6.5,2.3,3.0,0,10.0,6,12033,37271000
Bengaluru,Whitefield,3,1969,3.0,7,2,2.0,2.0,6,Semi-Furnished,Apartment,6.5,2.1,4.0,6,1.0,5,10175,18949000
Mumbai,Bandra,3,1711,2.0,2,1,2.0,1.0,28,Semi-Furnished,Apartment,1.9,0.8,6.0,1,5.0,5,7787,27792000
Ahmedabad,Chandkheda,2,886,2.0,8,4,1.0,1.0,40,Semi-Furnished,Apartment,4.5,1.4,4.0,2,9.0,10,4766,5321000
Delhi,Vasant Kunj,2,1348,1.0,3,1,3.0,3.0,30,Semi-Furnished,Apartment,5.1,3.2,1.0,3,6.0,8,2985,13355000
Pune,Viman Nagar,4,1986,4.0,5,2,1.0,2.0,36,Semi-Furnished,Independent House,2.1,2.3,3.0,4,9.0,8,4385,16795000
Kolkata,Salt Lake,2,989,3.0,7,1,2.0,1.0,34,Fully-Furnished,Apartment,5.3,6.2,3.0,0,2.0,2,2582,5549000
Mumbai,Andheri,4,2221,5.0,8,5,1.0,1.0,24,Fully-Furnished,Apartment,7.0,2.1,8.0,0,10.0,5,5253,35412000
Delhi,Saket,2,1209,2.0,6,4,2.0,3.0,0,Fully-Furnished,Apartment,24.2,5.3,5.0,2,3.0,6,5456,14410000
Mumbai,Navi Mumbai,2,1429,3.0,5,5,2.0,1.0,9,Fully-Furnished,Apartment,7.6,3.2,4.0,7,4.0,8,8137,24482000
Vijayawada,Moghalrajpuram,2,1188,1.0,10,7,2.0,2.0,16,Unfurnished,Independent House,6.6,1.8,4.0,0,2.0,5,3719,5917000
Visakhapatnam,Gajuwaka,3,2108,2.0,15,14,0.0,1.0,16,Unfurnished,Independent House,5.4,0.8,3.0,3,4.0,9,7145,12152000
